40.0,40.0
40.0,70.0
40.0,100.0
40.0,130.0
40.0,160.0
40.0,190.0
40.0,220.0
40.0,250.0
40.0,280.0
40.0,310.0
40.0,340.0
40.0,370.0
40.0,400.0
40.0,430.0
40.0,460.0
40.0,490.0
40.0,520.0
40.0,550.0
40.0,580.0
40.0,610.0
70.0,40.0
70.0,70.0
70.0,100.0
70.0,130.0
70.0,160.0
70.0,190.0
70.0,220.0
70.0,250.0
70.0,280.0
70.0,310.0
70.0,340.0
70.0,370.0
70.0,400.0
70.0,430.0
70.0,460.0
70.0,490.0
70.0,520.0
70.0,550.0
70.0,580.0
70.0,610.0
100.0,40.0
100.0,70.0
100.0,100.0
100.0,130.0
100.0,160.0
100.0,190.0
100.0,220.0
100.0,250.0
100.0,280.0
100.0,310.0
100.0,340.0
100.0,370.0
100.0,400.0
100.0,430.0
100.0,460.0
100.0,490.0
100.0,520.0
100.0,550.0
100.0,580.0
100.0,610.0
130.0,40.0
130.0,70.0
130.0,100.0
130.0,130.0
130.0,160.0
130.0,190.0
130.0,220.0
130.0,250.0
130.0,280.0
130.0,310.0
130.0,340.0
130.0,370.0
130.0,400.0
130.0,430.0
130.0,460.0
130.0,490.0
130.0,520.0
130.0,550.0
130.0,580.0
130.0,610.0
160.0,40.0
160.0,70.0
160.0,100.0
160.0,130.0
160.0,160.0
160.0,190.0
160.0,220.0
160.0,250.0
160.0,280.0
160.0,310.0
160.0,340.0
160.0,370.0
160.0,400.0
160.0,430.0
160.0,460.0
160.0,490.0
160.0,520.0
160.0,550.0
160.0,580.0
160.0,610.0
190.0,40.0
190.0,70.0
190.0,100.0
190.0,130.0
190.0,160.0
190.0,190.0
190.0,220.0
190.0,250.0
190.0,280.0
190.0,310.0
190.0,340.0
190.0,370.0
190.0,400.0
190.0,430.0
190.0,460.0
190.0,490.0
190.0,520.0
190.0,550.0
190.0,580.0
190.0,610.0
220.0,40.0
220.0,70.0
220.0,100.0
220.0,130.0
220.0,160.0
220.0,190.0
220.0,220.0
220.0,250.0
220.0,280.0
220.0,310.0
220.0,340.0
220.0,370.0
220.0,400.0
220.0,430.0
220.0,460.0
220.0,490.0
220.0,520.0
220.0,550.0
220.0,580.0
220.0,610.0
250.0,40.0
250.0,70.0
250.0,100.0
250.0,130.0
250.0,160.0
250.0,190.0
250.0,220.0
250.0,250.0
250.0,280.0
250.0,310.0
250.0,340.0
250.0,370.0
250.0,400.0
250.0,430.0
250.0,460.0
250.0,490.0
250.0,520.0
250.0,550.0
250.0,580.0
250.0,610.0
280.0,40.0
280.0,70.0
280.0,100.0
280.0,130.0
280.0,160.0
280.0,190.0
280.0,220.0
280.0,250.0
280.0,280.0
280.0,310.0
280.0,340.0
280.0,370.0
280.0,400.0
280.0,430.0
280.0,460.0
280.0,490.0
280.0,520.0
280.0,550.0
280.0,580.0
280.0,610.0
310.0,40.0
310.0,70.0
310.0,100.0
310.0,130.0
310.0,160.0
310.0,190.0
310.0,220.0
310.0,250.0
310.0,280.0
310.0,310.0
310.0,340.0
310.0,370.0
310.0,400.0
310.0,430.0
310.0,460.0
310.0,490.0
310.0,520.0
310.0,550.0
310.0,580.0
310.0,610.0
