5,827
11,228
15,578
18,366
19,512
24,494
25,154
26,543
32,145
33,723
35,612
39,452
40,224
43,831
47,473
51,124
55,69
56,674
60,592
61,103
66,777
72,71
76,633
77,227
78,573
85,501
90,434
93,793
103,728
108,726
109,418
119,251
124,388
141,605
145,783
152,303
155,718
160,604
162,237
166,742
169,855
173,263
174,643
180,795
183,525
191,86
199,0
200,628
206,527
216,761
222,680
225,474
229,18
232,42
236,334
238,142
240,713
246,165
255,76
258,490
263,841
268,3
272,456
273,471
274,867
275,300
287,269
293,704
301,331
306,850
308,219
310,35
312,801
317,369
318,141
326,352
327,444
330,431
331,97
333,513
334,865
342,327
345,661
349,316
350,176
351,409
354,290
362,65
369,776
374,193
381,666
383,268
398,383
400,528
401,275
403,505
411,386
412,137
424,560
427,529
428,585
442,410
444,328
449,670
456,815
465,706
481,748
484,787
490,350
493,276
501,384
503,738
504,396
507,651
514,813
518,225
520,424
522,114
527,156
548,846
549,342
554,683
556,707
562,449
563,546
565,508
567,271
572,448
578,765
579,487
581,685
583,621
588,157
592,645
611,64
617,144
620,756
621,39
630,222
631,143
640,498
645,218
653,848
661,433
664,160
665,330
669,284
673,85
676,588
679,355
683,108
685,174
688,215
689,367
700,697
702,256
703,311
705,681
711,13
713,320
719,758
721,577
726,212
730,482
732,382
734,360
744,128
745,759
748,871
749,565
751,17
753,33
760,558
776,146
784,280
786,770
788,15
795,420
803,315
806,209
811,553
814,637
823,676
828,322
829,393
831,673
836,4
839,600
840,188
846,43
848,183
854,221
868,803
870,461
873,341
