70.0,182.0
68.0,55.0
182.563,61.6017
209.811,83.0826
172.517,133.363
153.478,157.941
180.401,184.937
235.526,186.343
56.7835,81.6616
86.7783,93.071
144.636,94.1651
93.7116,225.26
127.688,225.737
96.9881,165.795
67.1991,234.444
41.3912,162.233
35.3192,188.05
7.61752,192.612
75.0223,216.629
162.98,55.0542
158.818,58.2066
230.26,90.7881
243.53,8.47009
116.394,84.6485
101.552,79.969
76.7692,48.3116
103.873,33.0019
227.13,215.965
205.565,209.281
182.616,32.1157
203.687,36.6237
157.381,33.2821
154.324,220.324
138.482,206.588
237.777,114.715
214.397,117.551
19.7541,177.02
98.1634,108.617
35.0775,71.9079
32.4606,76.6575
210.159,194.672
169.033,93.0901
14.3738,210.365
20.803,211.218
155.502,18.6683
151.744,31.7843
137.938,18.7257
138.736,30.3652
131.931,46.0468
129.688,23.9281
107.885,44.8504
165.245,178.969
130.259,172.887
181.888,19.7491
131.741,49.8046
130.008,16.1006
187.237,88.1446
111.929,165.485
127.234,60.8407
120.835,57.5275
128.07,69.128
100.69,92.0226
136.577,173.873
205.411,45.3218
216.898,39.772
205.433,29.5383
149.033,27.8686
108.278,95.7115
132.127,150.251
206.714,35.7744
143.839,36.607
14.8563,139.927
8.1377,146.704
219.471,32.8135
87.0108,58.5298
97.7164,56.1034
191.752,58.2414
160.214,25.3412
85.0293,83.5585
52.0831,155.071
51.6385,183.535
93.9444,86.175
162.475,35.6793
213.286,39.6163
92.0381,91.0784
49.4842,169.796
181.596,41.5436
171.303,20.2153
64.8359,166.355
140.218,219.102
134.923,210.781
162.921,18.0131
143.286,20.6143
137.42,219.277
123.103,231.73
229.067,131.203
223.255,127.194
124.431,230.439
251.676,129.112
248.369,125.61
251.688,142.504
131.673,18.5814
162.172,28.7566
215.205,127.16
238.48,94.187
232.258,38.5458
251.451,39.2595
214.68,178.359
191.01,179.974
192.063,42.5396
155.015,27.0122
156.101,26.152
185.383,148.803
160.356,132.208
161.147,72.6614
252.385,130.107
241.248,112.884
213.226,106.134
161.517,88.7139
54.9545,176.161
49.4842,169.796
58.3644,173.336
85.4181,51.9107
52.0577,47.9811
53.5797,65.6443
61.5593,37.4818
255.188,149.799
255.753,145.326
89.882,34.5401
124.844,49.8534
225.896,108.339
221.619,113.059
71.1239,34.9326
68.3145,26.0122
60.7677,50.4865
121.48,43.3958
238.71,65.7603
53.523,173.279
102.432,55.9756
240.778,24.7409
114.167,34.5644
126.214,54.8435
128.843,59.1148
189.777,164.16
184.452,170.029
191.683,173.615
162.912,24.6623
163.51,24.3906
159.951,21.7669
114.298,40.888
126.267,54.5805
110.746,216.297
112.104,218.587
67.6257,96.7601
81.5412,73.2747
144.873,203.545
141.011,232.065
74.9274,85.2025
79.2672,79.1653
9.70671,72.5109
10.2465,73.2782
170.022,63.9181
143.095,226.211
30.5431,148.104
35.7087,141.959
108.265,38.3639
108.697,36.2444
137.825,52.6852
141.37,51.4972
164.146,28.7347
